NAME,Year,Value
West Lothian,2012,91.6
West Lothian,2013,87.7
West Lothian,2014,93.6
West Lothian,2015,95.8
West Lothian,2016,96.6
West Lothian,2017,85.7
West Lothian,2018,89.2
West Lothian,2019,89.8
