"Date","LA Name","DAQI"
2020-12-10,"Renfrewshire",2
2020-12-10,"Scottish Borders",2
2020-12-10,"Shetland Islands",3
2020-12-10,"South Ayrshire",1
2020-12-10,"South Lanarkshire",2
2020-12-10,"Stirling",1
2020-12-10,"West Dunbartonshire",1
2020-12-10,"West Lothian",2
2020-12-11,"Aberdeen City",2
2020-12-11,"Clackmannanshire",1
2020-12-11,"Dumfries and Galloway",2
2020-12-11,"Dundee City",2
2020-12-11,"East Ayrshire",1
2020-12-11,"East Dunbartonshire",1
2020-12-11,"East Lothian",1
2020-12-11,"East Renfrewshire",2
2020-12-11,"Edinburgh, City of",2
2020-12-11,"Falkirk",2
2020-12-11,"Fife",2
2020-12-11,"Glasgow City",2
2020-12-11,"Highland",2
2020-12-11,"Inverclyde",2
2020-12-11,"Midlothian",2
2020-12-11,"North Ayrshire",1
2020-12-11,"North Lanarkshire",1
2020-12-11,"Perth and Kinross",1
2020-12-11,"Renfrewshire",1
2020-12-11,"Scottish Borders",1
2020-12-11,"Shetland Islands",3
2020-12-11,"South Ayrshire",1
2020-12-11,"South Lanarkshire",2
2020-12-11,"Stirling",1
2020-12-11,"West Dunbartonshire",1
2020-12-11,"West Lothian",1
2020-12-12,"Aberdeen City",2
2020-12-12,"Clackmannanshire",1
2020-12-12,"Dumfries and Galloway",2
2020-12-12,"Dundee City",3
2020-12-12,"East Ayrshire",2
2020-12-12,"East Dunbartonshire",2
2020-12-12,"East Lothian",1
2020-12-12,"East Renfrewshire",2
2020-12-12,"Edinburgh, City of",2
2020-12-12,"Falkirk",1
2020-12-12,"Fife",2
2020-12-12,"Glasgow City",2
2020-12-12,"Highland",1
2020-12-12,"Inverclyde",2
2020-12-12,"Midlothian",2
2020-12-12,"North Ayrshire",1
2020-12-12,"North Lanarkshire",2
2020-12-12,"Perth and Kinross",1
2020-12-12,"Renfrewshire",2
2020-12-12,"Scottish Borders",2
2020-12-12,"Shetland Islands",3
2020-12-12,"South Ayrshire",1
2020-12-12,"South Lanarkshire",2
2020-12-12,"Stirling",1
2020-12-12,"West Dunbartonshire",2
2020-12-12,"West Lothian",2
2020-12-13,"Aberdeen City",2
2020-12-13,"Clackmannanshire",1
2020-12-13,"Dumfries and Galloway",2
2020-12-13,"Dundee City",1
2020-12-13,"East Ayrshire",1
2020-12-13,"East Dunbartonshire",1
2020-12-13,"East Lothian",1
2020-12-13,"East Renfrewshire",2
2020-12-13,"Edinburgh, City of",2
2020-12-13,"Falkirk",2
2020-12-13,"Fife",1
2020-12-13,"Glasgow City",2
2020-12-13,"Highland",2
2020-12-13,"Inverclyde",1
2020-12-13,"Midlothian",2
2020-12-13,"North Ayrshire",1
2020-12-13,"North Lanarkshire",1
2020-12-13,"Perth and Kinross",1
2020-12-13,"Renfrewshire",2
2020-12-13,"Scottish Borders",2
2020-12-13,"Shetland Islands",2
2020-12-13,"South Ayrshire",1
2020-12-13,"South Lanarkshire",1
2020-12-13,"Stirling",1
2020-12-13,"West Dunbartonshire",1
2020-12-13,"West Lothian",1
2020-12-14,"Aberdeen City",2
2020-12-14,"Clackmannanshire",2
2020-12-14,"Dumfries and Galloway",2
2020-12-14,"Dundee City",2
2020-12-14,"East Ayrshire",1
2020-12-14,"East Dunbartonshire",1
2020-12-14,"East Lothian",1
2020-12-14,"East Renfrewshire",3
2020-12-14,"Edinburgh, City of",3
2020-12-14,"Falkirk",1
2020-12-14,"Fife",1
2020-12-14,"Glasgow City",2
2020-12-14,"Highland",2
2020-12-14,"Inverclyde",1
2020-12-14,"Midlothian",3
2020-12-14,"North Ayrshire",1
2020-12-14,"North Lanarkshire",1
2020-12-14,"Perth and Kinross",2
2020-12-14,"Renfrewshire",1
2020-12-14,"Scottish Borders",3
2020-12-14,"Shetland Islands",3
2020-12-14,"South Ayrshire",1
2020-12-14,"South Lanarkshire",1
2020-12-14,"Stirling",1
2020-12-14,"West Dunbartonshire",1
2020-12-14,"West Lothian",2
2020-12-15,"Aberdeen City",2
2020-12-15,"Clackmannanshire",2
2020-12-15,"Dumfries and Galloway",1
2020-12-15,"Dundee City",2
2020-12-15,"East Ayrshire",2
2020-12-15,"East Dunbartonshire",2
2020-12-15,"East Lothian",2
2020-12-15,"East Renfrewshire",2
2020-12-15,"Edinburgh, City of",2
2020-12-15,"Falkirk",2
2020-12-15,"Fife",2
2020-12-15,"Glasgow City",2
2020-12-15,"Highland",2
2020-12-15,"Inverclyde",2
2020-12-15,"Midlothian",2
2020-12-15,"North Ayrshire",1
2020-12-15,"North Lanarkshire",2
2020-12-15,"Perth and Kinross",2
2020-12-15,"Renfrewshire",2
2020-12-15,"Scottish Borders",2
2020-12-15,"Shetland Islands",3
2020-12-15,"South Ayrshire",1
2020-12-15,"South Lanarkshire",2
2020-12-15,"Stirling",2
2020-12-15,"West Dunbartonshire",1
2020-12-15,"West Lothian",3
2020-12-16,"Aberdeen City",2
2020-12-16,"Clackmannanshire",1
2020-12-16,"Dumfries and Galloway",1
2020-12-16,"Dundee City",2
2020-12-16,"East Ayrshire",1
2020-12-16,"East Dunbartonshire",1
2020-12-16,"East Lothian",1
2020-12-16,"East Renfrewshire",2
2020-12-16,"Edinburgh, City of",2
2020-12-16,"Falkirk",2
2020-12-16,"Fife",1
2020-12-16,"Glasgow City",2
2020-12-16,"Highland",3
2020-12-16,"Inverclyde",2
2020-12-16,"Midlothian",3
2020-12-16,"North Ayrshire",1
2020-12-16,"North Lanarkshire",1
2020-12-16,"Perth and Kinross",1
2020-12-16,"Renfrewshire",2
2020-12-16,"Scottish Borders",3
2020-12-16,"Shetland Islands",3
2020-12-16,"South Ayrshire",1
2020-12-16,"South Lanarkshire",1
2020-12-16,"Stirling",1
2020-12-16,"West Dunbartonshire",1
2020-12-16,"West Lothian",2
2020-12-17,"Aberdeen City",2
2020-12-17,"Clackmannanshire",1
2020-12-17,"Dumfries and Galloway",1
2020-12-17,"Dundee City",2
2020-12-17,"East Ayrshire",1
2020-12-17,"East Dunbartonshire",2
2020-12-17,"East Lothian",1
2020-12-17,"East Renfrewshire",2
2020-12-17,"Edinburgh, City of",2
2020-12-17,"Falkirk",2
2020-12-17,"Fife",2
2020-12-17,"Glasgow City",2
2020-12-17,"Highland",3
2020-12-17,"Inverclyde",1
2020-12-17,"Midlothian",2
2020-12-17,"North Ayrshire",1
2020-12-17,"North Lanarkshire",1
2020-12-17,"Perth and Kinross",2
2020-12-17,"Renfrewshire",2
2020-12-17,"Scottish Borders",2
2020-12-17,"Shetland Islands",3
2020-12-17,"South Ayrshire",1
2020-12-17,"South Lanarkshire",2
2020-12-17,"Stirling",1
2020-12-17,"West Dunbartonshire",1
2020-12-17,"West Lothian",2
2020-12-18,"Aberdeen City",2
2020-12-18,"Clackmannanshire",1
2020-12-18,"Dumfries and Galloway",3
2020-12-18,"Dundee City",2
2020-12-18,"East Ayrshire",1
2020-12-18,"East Dunbartonshire",2
2020-12-18,"East Lothian",1
2020-12-18,"East Renfrewshire",3
2020-12-18,"Edinburgh, City of",2
2020-12-18,"Falkirk",2
2020-12-18,"Fife",2
2020-12-18,"Glasgow City",2
2020-12-18,"Highland",3
2020-12-18,"Inverclyde",1
2020-12-18,"Midlothian",3
2020-12-18,"North Ayrshire",1
2020-12-18,"North Lanarkshire",1
2020-12-18,"Perth and Kinross",1
2020-12-18,"Renfrewshire",2
2020-12-18,"Scottish Borders",3
2020-12-18,"Shetland Islands",3
2020-12-18,"South Ayrshire",1
2020-12-18,"South Lanarkshire",2
2020-12-18,"Stirling",1
2020-12-18,"West Dunbartonshire",1
2020-12-18,"West Lothian",2
2020-12-19,"Aberdeen City",2
2020-12-19,"Clackmannanshire",1
2020-12-19,"Dumfries and Galloway",3
2020-12-19,"Dundee City",2
2020-12-19,"East Ayrshire",1
2020-12-19,"East Dunbartonshire",1
2020-12-19,"East Lothian",1
2020-12-19,"East Renfrewshire",3
2020-12-19,"Edinburgh, City of",3
2020-12-19,"Falkirk",1
2020-12-19,"Fife",1
2020-12-19,"Glasgow City",2
2020-12-19,"Highland",3
2020-12-19,"Inverclyde",1
2020-12-19,"Midlothian",3
2020-12-19,"North Ayrshire",1
2020-12-19,"North Lanarkshire",1
2020-12-19,"Perth and Kinross",2
2020-12-19,"Renfrewshire",2
2020-12-19,"Scottish Borders",3
2020-12-19,"Shetland Islands",3
2020-12-19,"South Ayrshire",1
2020-12-19,"South Lanarkshire",2
2020-12-19,"Stirling",1
2020-12-19,"West Dunbartonshire",1
2020-12-19,"West Lothian",2
2020-12-20,"Aberdeen City",2
2020-12-20,"Clackmannanshire",1
2020-12-20,"Dumfries and Galloway",2
2020-12-20,"Dundee City",1
2020-12-20,"East Ayrshire",1
2020-12-20,"East Dunbartonshire",1
2020-12-20,"East Lothian",1
2020-12-20,"East Renfrewshire",2
2020-12-20,"Edinburgh, City of",3
2020-12-20,"Falkirk",1
2020-12-20,"Fife",1
2020-12-20,"Glasgow City",2
2020-12-20,"Highland",3
2020-12-20,"Inverclyde",1
2020-12-20,"Midlothian",3
2020-12-20,"North Ayrshire",1
2020-12-20,"North Lanarkshire",1
2020-12-20,"Perth and Kinross",1
2020-12-20,"Renfrewshire",1
2020-12-20,"Scottish Borders",3
2020-12-20,"Shetland Islands",3
2020-12-20,"South Ayrshire",1
2020-12-20,"South Lanarkshire",1
2020-12-20,"Stirling",1
2020-12-20,"West Dunbartonshire",1
2020-12-20,"West Lothian",2
2020-12-21,"Aberdeen City",2
2020-12-21,"Clackmannanshire",2
2020-12-21,"Dumfries and Galloway",2
2020-12-21,"Dundee City",2
2020-12-21,"East Ayrshire",2
2020-12-21,"East Dunbartonshire",2
2020-12-21,"East Lothian",1
2020-12-21,"East Renfrewshire",2
2020-12-21,"Edinburgh, City of",2
2020-12-21,"Falkirk",2
2020-12-21,"Fife",2
2020-12-21,"Glasgow City",2
2020-12-21,"Highland",3
2020-12-21,"Inverclyde",2
2020-12-21,"Midlothian",2
2020-12-21,"North Ayrshire",1
2020-12-21,"North Lanarkshire",2
2020-12-21,"Perth and Kinross",2
2020-12-21,"Renfrewshire",2
2020-12-21,"Scottish Borders",2
2020-12-21,"Shetland Islands",3
2020-12-21,"South Ayrshire",1
2020-12-21,"South Lanarkshire",2
2020-12-21,"Stirling",1
2020-12-21,"West Dunbartonshire",1
2020-12-21,"West Lothian",2
2020-12-22,"Aberdeen City",2
2020-12-22,"Clackmannanshire",2
2020-12-22,"Dumfries and Galloway",2
2020-12-22,"Dundee City",2
2020-12-22,"East Ayrshire",2
2020-12-22,"East Dunbartonshire",2
2020-12-22,"East Lothian",1
2020-12-22,"East Renfrewshire",2
2020-12-22,"Edinburgh, City of",2
2020-12-22,"Falkirk",2
2020-12-22,"Fife",2
2020-12-22,"Glasgow City",2
2020-12-22,"Highland",3
2020-12-22,"Inverclyde",2
2020-12-22,"Midlothian",2
2020-12-22,"North Ayrshire",2
2020-12-22,"North Lanarkshire",2
2020-12-22,"Perth and Kinross",2
2020-12-22,"Renfrewshire",2
2020-12-22,"Scottish Borders",2
2020-12-22,"Shetland Islands",3
2020-12-22,"South Ayrshire",1
2020-12-22,"South Lanarkshire",3
2020-12-22,"Stirling",2
2020-12-22,"West Dunbartonshire",2
2020-12-22,"West Lothian",3
2020-12-23,"Aberdeen City",2
2020-12-23,"Clackmannanshire",2
2020-12-23,"Dumfries and Galloway",2
2020-12-23,"Dundee City",2
2020-12-23,"East Ayrshire",1
2020-12-23,"East Dunbartonshire",2
2020-12-23,"East Lothian",1
2020-12-23,"East Renfrewshire",2
2020-12-23,"Edinburgh, City of",2
2020-12-23,"Falkirk",2
2020-12-23,"Fife",1
2020-12-23,"Glasgow City",2
2020-12-23,"Highland",3
2020-12-23,"Inverclyde",2
2020-12-23,"Midlothian",2
2020-12-23,"North Ayrshire",1
2020-12-23,"North Lanarkshire",2
2020-12-23,"Perth and Kinross",2
2020-12-23,"Renfrewshire",2
2020-12-23,"Scottish Borders",2
2020-12-23,"Shetland Islands",3
2020-12-23,"South Ayrshire",1
2020-12-23,"South Lanarkshire",3
2020-12-23,"Stirling",1
2020-12-23,"West Dunbartonshire",1
2020-12-23,"West Lothian",2
2020-12-24,"Aberdeen City",3
2020-12-24,"Clackmannanshire",1
2020-12-24,"Dumfries and Galloway",3
2020-12-24,"Dundee City",2
2020-12-24,"East Ayrshire",2
2020-12-24,"East Dunbartonshire",2
2020-12-24,"East Lothian",1
2020-12-24,"East Renfrewshire",2
2020-12-24,"Edinburgh, City of",3
2020-12-24,"Falkirk",2
2020-12-24,"Fife",2
2020-12-24,"Glasgow City",2
2020-12-24,"Highland",3
2020-12-24,"Inverclyde",2
2020-12-24,"Midlothian",3
2020-12-24,"North Ayrshire",2
2020-12-24,"North Lanarkshire",2
2020-12-24,"Perth and Kinross",2
2020-12-24,"Renfrewshire",2
2020-12-24,"Scottish Borders",2
2020-12-24,"Shetland Islands",3
2020-12-24,"South Ayrshire",1
2020-12-24,"South Lanarkshire",4
2020-12-24,"Stirling",1
2020-12-24,"West Dunbartonshire",2
2020-12-24,"West Lothian",1
2020-12-25,"Aberdeen City",2
2020-12-25,"Clackmannanshire",1
2020-12-25,"Dumfries and Galloway",2
2020-12-25,"Dundee City",1
2020-12-25,"East Ayrshire",1
2020-12-25,"East Dunbartonshire",1
2020-12-25,"East Lothian",1
2020-12-25,"East Renfrewshire",2
2020-12-25,"Edinburgh, City of",2
2020-12-25,"Falkirk",1
2020-12-25,"Fife",1
2020-12-25,"Glasgow City",2
2020-12-25,"Highland",3
2020-12-25,"Inverclyde",1
2020-12-25,"Midlothian",2
2020-12-25,"North Ayrshire",1
2020-12-25,"North Lanarkshire",1
2020-12-25,"Perth and Kinross",1
2020-12-25,"Renfrewshire",1
2020-12-25,"Scottish Borders",2
2020-12-25,"Shetland Islands",3
2020-12-25,"South Ayrshire",1
2020-12-25,"South Lanarkshire",2
2020-12-25,"Stirling",1
2020-12-25,"West Dunbartonshire",1
2020-12-25,"West Lothian",1
2020-12-26,"Aberdeen City",3
2020-12-26,"Clackmannanshire",1
2020-12-26,"Dumfries and Galloway",3
2020-12-26,"Dundee City",1
2020-12-26,"East Ayrshire",1
2020-12-26,"East Dunbartonshire",1
2020-12-26,"East Lothian",1
2020-12-26,"East Renfrewshire",3
2020-12-26,"Edinburgh, City of",3
2020-12-26,"Falkirk",1
2020-12-26,"Fife",1
2020-12-26,"Glasgow City",3
2020-12-26,"Highland",3
2020-12-26,"Inverclyde",1
2020-12-26,"Midlothian",3
2020-12-26,"North Ayrshire",2
2020-12-26,"North Lanarkshire",1
2020-12-26,"Perth and Kinross",1
2020-12-26,"Renfrewshire",1
2020-12-26,"Scottish Borders",3
2020-12-26,"Shetland Islands",3
2020-12-26,"South Ayrshire",1
2020-12-26,"South Lanarkshire",1
2020-12-26,"Stirling",1
2020-12-26,"West Dunbartonshire",1
2020-12-26,"West Lothian",1
2020-12-27,"Aberdeen City",2
2020-12-27,"Clackmannanshire",1
2020-12-27,"Dumfries and Galloway",3
2020-12-27,"Dundee City",1
2020-12-27,"East Ayrshire",1
2020-12-27,"East Dunbartonshire",1
2020-12-27,"East Lothian",1
2020-12-27,"East Renfrewshire",3
2020-12-27,"Edinburgh, City of",3
2020-12-27,"Falkirk",1
2020-12-27,"Fife",1
2020-12-27,"Glasgow City",3
2020-12-27,"Highland",3
2020-12-27,"Inverclyde",1
2020-12-27,"Midlothian",3
2020-12-27,"North Ayrshire",1
2020-12-27,"North Lanarkshire",1
2020-12-27,"Perth and Kinross",1
2020-12-27,"Renfrewshire",1
2020-12-27,"Scottish Borders",2
2020-12-27,"Shetland Islands",3
2020-12-27,"South Ayrshire",1
2020-12-27,"South Lanarkshire",1
2020-12-27,"Stirling",1
2020-12-27,"West Dunbartonshire",1
2020-12-27,"West Lothian",2
2020-12-28,"Aberdeen City",2
2020-12-28,"Clackmannanshire",1
2020-12-28,"Dumfries and Galloway",2
2020-12-28,"Dundee City",2
2020-12-28,"East Ayrshire",1
2020-12-28,"East Dunbartonshire",2
2020-12-28,"East Lothian",1
2020-12-28,"East Renfrewshire",2
2020-12-28,"Edinburgh, City of",2
2020-12-28,"Falkirk",2
2020-12-28,"Fife",2
2020-12-28,"Glasgow City",2
2020-12-28,"Highland",3
2020-12-28,"Inverclyde",2
2020-12-28,"Midlothian",2
2020-12-28,"North Ayrshire",1
2020-12-28,"North Lanarkshire",2
2020-12-28,"Perth and Kinross",1
2020-12-28,"Renfrewshire",2
2020-12-28,"Scottish Borders",2
2020-12-28,"Shetland Islands",3
2020-12-28,"South Ayrshire",1
2020-12-28,"South Lanarkshire",2
2020-12-28,"Stirling",1
2020-12-28,"West Dunbartonshire",1
2020-12-28,"West Lothian",2
2020-12-29,"Aberdeen City",2
2020-12-29,"Clackmannanshire",1
2020-12-29,"Dumfries and Galloway",2
2020-12-29,"Dundee City",2
2020-12-29,"East Ayrshire",2
2020-12-29,"East Dunbartonshire",2
2020-12-29,"East Lothian",1
2020-12-29,"East Renfrewshire",1
2020-12-29,"Edinburgh, City of",2
2020-12-29,"Falkirk",2
2020-12-29,"Fife",3
2020-12-29,"Glasgow City",2
2020-12-29,"Highland",3
2020-12-29,"Inverclyde",1
2020-12-29,"Midlothian",2
2020-12-29,"North Ayrshire",2
2020-12-29,"North Lanarkshire",2
2020-12-29,"Perth and Kinross",2
2020-12-29,"Renfrewshire",2
2020-12-29,"Scottish Borders",1
2020-12-29,"Shetland Islands",3
2020-12-29,"South Ayrshire",1
2020-12-29,"South Lanarkshire",2
2020-12-29,"Stirling",1
2020-12-29,"West Dunbartonshire",1
2020-12-29,"West Lothian",1
2020-12-30,"Aberdeen City",2
2020-12-30,"Clackmannanshire",1
2020-12-30,"Dumfries and Galloway",2
2020-12-30,"Dundee City",2
2020-12-30,"East Ayrshire",2
2020-12-30,"East Dunbartonshire",2
2020-12-30,"East Lothian",1
2020-12-30,"East Renfrewshire",1
2020-12-30,"Edinburgh, City of",2
2020-12-30,"Falkirk",2
2020-12-30,"Fife",3
2020-12-30,"Glasgow City",2
2020-12-30,"Highland",3
2020-12-30,"Inverclyde",2
2020-12-30,"Midlothian",2
2020-12-30,"North Ayrshire",2
2020-12-30,"North Lanarkshire",2
2020-12-30,"Perth and Kinross",2
2020-12-30,"Renfrewshire",2
2020-12-30,"Scottish Borders",2
2020-12-30,"Shetland Islands",3
2020-12-30,"South Ayrshire",1
2020-12-30,"South Lanarkshire",2
2020-12-30,"Stirling",1
2020-12-30,"West Dunbartonshire",2
2020-12-30,"West Lothian",2
2020-12-31,"Aberdeen City",2
2020-12-31,"Clackmannanshire",1
2020-12-31,"Dumfries and Galloway",2
2020-12-31,"Dundee City",2
2020-12-31,"East Ayrshire",2
2020-12-31,"East Dunbartonshire",1
2020-12-31,"East Lothian",1
2020-12-31,"East Renfrewshire",1
2020-12-31,"Edinburgh, City of",2
2020-12-31,"Falkirk",2
2020-12-31,"Fife",1
2020-12-31,"Glasgow City",2
2020-12-31,"Highland",3
2020-12-31,"Inverclyde",1
2020-12-31,"Midlothian",2
2020-12-31,"North Ayrshire",1
2020-12-31,"North Lanarkshire",2
2020-12-31,"Perth and Kinross",2
2020-12-31,"Renfrewshire",1
2020-12-31,"Scottish Borders",2
2020-12-31,"Shetland Islands",3
2020-12-31,"South Ayrshire",1
2020-12-31,"South Lanarkshire",2
2020-12-31,"Stirling",1
2020-12-31,"West Dunbartonshire",1
2020-12-31,"West Lothian",1
2021-01-01,"Aberdeen City",2
2021-01-01,"Clackmannanshire",1
2021-01-01,"Dumfries and Galloway",2
2021-01-01,"Dundee City",2
2021-01-01,"East Ayrshire",1
2021-01-01,"East Dunbartonshire",2
2021-01-01,"East Lothian",2
2021-01-01,"East Renfrewshire",1
2021-01-01,"Edinburgh, City of",2
2021-01-01,"Falkirk",1
2021-01-01,"Fife",1
2021-01-01,"Glasgow City",2
2021-01-01,"Highland",3
2021-01-01,"Inverclyde",1
2021-01-01,"Midlothian",2
2021-01-01,"North Ayrshire",1
2021-01-01,"North Lanarkshire",2
2021-01-01,"Perth and Kinross",1
2021-01-01,"Renfrewshire",1
2021-01-01,"Scottish Borders",1
2021-01-01,"Shetland Islands",3
2021-01-01,"South Ayrshire",1
2021-01-01,"South Lanarkshire",2
2021-01-01,"Stirling",1
2021-01-01,"West Dunbartonshire",1
2021-01-01,"West Lothian",2
2021-01-02,"Aberdeen City",2
2021-01-02,"Clackmannanshire",1
2021-01-02,"Dumfries and Galloway",2
2021-01-02,"Dundee City",2
2021-01-02,"East Ayrshire",2
2021-01-02,"East Dunbartonshire",2
2021-01-02,"East Lothian",1
2021-01-02,"East Renfrewshire",1
2021-01-02,"Edinburgh, City of",2
2021-01-02,"Falkirk",2
2021-01-02,"Fife",2
2021-01-02,"Glasgow City",2
2021-01-02,"Highland",3
2021-01-02,"Inverclyde",1
2021-01-02,"Midlothian",2
2021-01-02,"North Ayrshire",2
2021-01-02,"North Lanarkshire",2
2021-01-02,"Perth and Kinross",2
2021-01-02,"Renfrewshire",2
2021-01-02,"Scottish Borders",1
2021-01-02,"Shetland Islands",3
2021-01-02,"South Ayrshire",1
2021-01-02,"South Lanarkshire",2
2021-01-02,"Stirling",1
2021-01-02,"West Dunbartonshire",1
2021-01-02,"West Lothian",2
2021-01-03,"Aberdeen City",2
2021-01-03,"Clackmannanshire",1
2021-01-03,"Dumfries and Galloway",2
2021-01-03,"Dundee City",1
2021-01-03,"East Ayrshire",1
2021-01-03,"East Dunbartonshire",2
2021-01-03,"East Lothian",1
2021-01-03,"East Renfrewshire",1
2021-01-03,"Edinburgh, City of",2
2021-01-03,"Falkirk",2
2021-01-03,"Fife",1
2021-01-03,"Glasgow City",2
2021-01-03,"Highland",3
2021-01-03,"Inverclyde",1
2021-01-03,"Midlothian",2
2021-01-03,"North Ayrshire",1
2021-01-03,"North Lanarkshire",2
2021-01-03,"Perth and Kinross",2
2021-01-03,"Renfrewshire",2
2021-01-03,"Scottish Borders",1
2021-01-03,"Shetland Islands",3
2021-01-03,"South Ayrshire",1
2021-01-03,"South Lanarkshire",2
2021-01-03,"Stirling",1
2021-01-03,"West Dunbartonshire",1
2021-01-03,"West Lothian",1
2021-01-04,"Aberdeen City",2
2021-01-04,"Clackmannanshire",1
2021-01-04,"Dumfries and Galloway",2
2021-01-04,"Dundee City",1
2021-01-04,"East Ayrshire",1
2021-01-04,"East Dunbartonshire",1
2021-01-04,"East Lothian",1
2021-01-04,"East Renfrewshire",1
2021-01-04,"Edinburgh, City of",2
2021-01-04,"Falkirk",2
2021-01-04,"Fife",1
2021-01-04,"Glasgow City",2
2021-01-04,"Highland",2
2021-01-04,"Inverclyde",1
2021-01-04,"Midlothian",2
2021-01-04,"North Ayrshire",1
2021-01-04,"North Lanarkshire",2
2021-01-04,"Perth and Kinross",1
2021-01-04,"Renfrewshire",2
2021-01-04,"Scottish Borders",2
2021-01-04,"Shetland Islands",2
2021-01-04,"South Ayrshire",1
2021-01-04,"South Lanarkshire",2
2021-01-04,"Stirling",1
2021-01-04,"West Dunbartonshire",1
2021-01-04,"West Lothian",1
2021-01-05,"Aberdeen City",2
2021-01-05,"Clackmannanshire",1
2021-01-05,"Dumfries and Galloway",2
2021-01-05,"Dundee City",2
2021-01-05,"East Ayrshire",2
2021-01-05,"East Dunbartonshire",2
2021-01-05,"East Lothian",1
2021-01-05,"East Renfrewshire",1
2021-01-05,"Edinburgh, City of",2
2021-01-05,"Falkirk",2
2021-01-05,"Fife",1
2021-01-05,"Glasgow City",2
2021-01-05,"Highland",2
2021-01-05,"Inverclyde",2
2021-01-05,"Midlothian",2
2021-01-05,"North Ayrshire",2
2021-01-05,"North Lanarkshire",2
2021-01-05,"Perth and Kinross",2
2021-01-05,"Renfrewshire",2
2021-01-05,"Scottish Borders",2
2021-01-05,"Shetland Islands",2
2021-01-05,"South Ayrshire",2
2021-01-05,"South Lanarkshire",2
2021-01-05,"Stirling",1
2021-01-05,"West Dunbartonshire",1
2021-01-05,"West Lothian",1
2021-01-06,"Aberdeen City",1
2021-01-06,"Clackmannanshire",2
2021-01-06,"Dumfries and Galloway",2
2021-01-06,"Dundee City",2
2021-01-06,"East Ayrshire",2
2021-01-06,"East Dunbartonshire",2
2021-01-06,"East Lothian",1
2021-01-06,"East Renfrewshire",1
2021-01-06,"Edinburgh, City of",3
2021-01-06,"Falkirk",2
2021-01-06,"Fife",2
2021-01-06,"Glasgow City",2
2021-01-06,"Highland",2
2021-01-06,"Inverclyde",2
2021-01-06,"Midlothian",2
2021-01-06,"North Ayrshire",2
2021-01-06,"North Lanarkshire",2
2021-01-06,"Perth and Kinross",2
2021-01-06,"Renfrewshire",2
2021-01-06,"Scottish Borders",1
2021-01-06,"Shetland Islands",3
2021-01-06,"South Ayrshire",2
2021-01-06,"South Lanarkshire",3
2021-01-06,"Stirling",2
2021-01-06,"West Dunbartonshire",2
2021-01-06,"West Lothian",3
2021-01-07,"Aberdeen City",2
2021-01-07,"Clackmannanshire",1
2021-01-07,"Dumfries and Galloway",2
2021-01-07,"Dundee City",3
2021-01-07,"East Ayrshire",2
2021-01-07,"East Dunbartonshire",2
2021-01-07,"East Lothian",2
2021-01-07,"East Renfrewshire",1
2021-01-07,"Edinburgh, City of",2
2021-01-07,"Falkirk",2
2021-01-07,"Fife",2
2021-01-07,"Glasgow City",2
2021-01-07,"Highland",3
2021-01-07,"Inverclyde",2
2021-01-07,"Midlothian",2
2021-01-07,"North Ayrshire",2
2021-01-07,"North Lanarkshire",2
2021-01-07,"Perth and Kinross",2
2021-01-07,"Renfrewshire",2
2021-01-07,"Scottish Borders",1
2021-01-07,"Shetland Islands",3
2021-01-07,"South Ayrshire",2
2021-01-07,"South Lanarkshire",2
2021-01-07,"Stirling",2
2021-01-07,"West Dunbartonshire",2
2021-01-07,"West Lothian",2
2021-01-08,"Aberdeen City",3
2021-01-08,"Clackmannanshire",2
2021-01-08,"Dumfries and Galloway",3
2021-01-08,"Dundee City",3
2021-01-08,"East Ayrshire",2
2021-01-08,"East Dunbartonshire",2
2021-01-08,"East Lothian",1
2021-01-08,"East Renfrewshire",1
2021-01-08,"Edinburgh, City of",2
2021-01-08,"Falkirk",2
2021-01-08,"Fife",2
2021-01-08,"Glasgow City",3
2021-01-08,"Highland",3
2021-01-08,"Inverclyde",2
2021-01-08,"Midlothian",3
2021-01-08,"North Ayrshire",2
2021-01-08,"North Lanarkshire",2
2021-01-08,"Perth and Kinross",2
2021-01-08,"Renfrewshire",3
2021-01-08,"Scottish Borders",2
2021-01-08,"Shetland Islands",3
2021-01-08,"South Ayrshire",2
2021-01-08,"South Lanarkshire",4
2021-01-08,"Stirling",2
2021-01-08,"West Dunbartonshire",2
2021-01-08,"West Lothian",2
2021-01-09,"Aberdeen City",2
2021-01-09,"Clackmannanshire",1
2021-01-09,"Dumfries and Galloway",2
2021-01-09,"Dundee City",1
2021-01-09,"East Ayrshire",1
2021-01-09,"East Dunbartonshire",2
2021-01-09,"East Lothian",1
2021-01-09,"East Renfrewshire",1
2021-01-09,"Edinburgh, City of",2
2021-01-09,"Falkirk",2
2021-01-09,"Fife",1
2021-01-09,"Glasgow City",2
2021-01-09,"Highland",3
2021-01-09,"Inverclyde",1
2021-01-09,"Midlothian",3
2021-01-09,"North Ayrshire",1
2021-01-09,"North Lanarkshire",2
2021-01-09,"Perth and Kinross",2
2021-01-09,"Renfrewshire",2
2021-01-09,"Scottish Borders",2
2021-01-09,"Shetland Islands",3
2021-01-09,"South Ayrshire",1
2021-01-09,"South Lanarkshire",2
2021-01-09,"Stirling",1
2021-01-09,"West Dunbartonshire",2
2021-01-09,"West Lothian",2
2021-01-10,"Aberdeen City",2
2021-01-10,"Clackmannanshire",1
2021-01-10,"Dumfries and Galloway",3
