"Date","LA Name","DAQI"
2012-06-08,"Midlothian",3
2012-06-08,"North Ayrshire",2
2012-06-08,"North Lanarkshire",1
2012-06-08,"Perth and Kinross",2
2012-06-08,"Renfrewshire",2
2012-06-08,"Scottish Borders",1
2012-06-08,"Shetland Islands",3
2012-06-08,"South Ayrshire",1
2012-06-08,"South Lanarkshire",2
2012-06-08,"Stirling",2
2012-06-08,"West Dunbartonshire",1
2012-06-08,"West Lothian",2
2012-06-09,"Aberdeen City",3
2012-06-09,"Angus",1
2012-06-09,"Clackmannanshire",1
2012-06-09,"Dumfries and Galloway",2
2012-06-09,"Dundee City",2
2012-06-09,"East Ayrshire",2
2012-06-09,"East Dunbartonshire",2
2012-06-09,"East Lothian",1
2012-06-09,"East Renfrewshire",1
2012-06-09,"Edinburgh, City of",3
2012-06-09,"Falkirk",2
2012-06-09,"Fife",2
2012-06-09,"Glasgow City",2
2012-06-09,"Highland",3
2012-06-09,"Inverclyde",1
2012-06-09,"Midlothian",3
2012-06-09,"North Ayrshire",2
2012-06-09,"North Lanarkshire",2
2012-06-09,"Perth and Kinross",2
2012-06-09,"Renfrewshire",2
2012-06-09,"Scottish Borders",1
2012-06-09,"Shetland Islands",2
2012-06-09,"South Ayrshire",2
2012-06-09,"South Lanarkshire",2
2012-06-09,"Stirling",1
2012-06-09,"West Dunbartonshire",1
2012-06-09,"West Lothian",2
2012-06-10,"Aberdeen City",2
2012-06-10,"Angus",2
2012-06-10,"Clackmannanshire",1
2012-06-10,"Dumfries and Galloway",2
2012-06-10,"Dundee City",2
2012-06-10,"East Ayrshire",2
2012-06-10,"East Dunbartonshire",2
2012-06-10,"East Lothian",1
2012-06-10,"East Renfrewshire",1
2012-06-10,"Edinburgh, City of",3
2012-06-10,"Falkirk",3
2012-06-10,"Fife",2
2012-06-10,"Glasgow City",2
2012-06-10,"Highland",3
2012-06-10,"Inverclyde",1
2012-06-10,"Midlothian",2
2012-06-10,"North Ayrshire",1
2012-06-10,"North Lanarkshire",1
2012-06-10,"Perth and Kinross",2
2012-06-10,"Renfrewshire",2
2012-06-10,"Scottish Borders",1
2012-06-10,"Shetland Islands",3
2012-06-10,"South Ayrshire",1
2012-06-10,"South Lanarkshire",2
2012-06-10,"Stirling",1
2012-06-10,"West Dunbartonshire",1
2012-06-10,"West Lothian",2
2012-06-11,"Aberdeen City",3
2012-06-11,"Angus",2
2012-06-11,"Clackmannanshire",1
2012-06-11,"Dumfries and Galloway",2
2012-06-11,"Dundee City",2
2012-06-11,"East Ayrshire",2
2012-06-11,"East Dunbartonshire",2
2012-06-11,"East Lothian",1
2012-06-11,"East Renfrewshire",1
2012-06-11,"Edinburgh, City of",3
2012-06-11,"Falkirk",4
2012-06-11,"Fife",2
2012-06-11,"Glasgow City",3
2012-06-11,"Highland",3
2012-06-11,"Inverclyde",1
2012-06-11,"Midlothian",3
2012-06-11,"North Ayrshire",1
2012-06-11,"North Lanarkshire",2
2012-06-11,"Perth and Kinross",2
2012-06-11,"Renfrewshire",2
2012-06-11,"Scottish Borders",1
2012-06-11,"Shetland Islands",2
2012-06-11,"South Ayrshire",1
2012-06-11,"South Lanarkshire",2
2012-06-11,"Stirling",1
2012-06-11,"West Dunbartonshire",2
2012-06-11,"West Lothian",2
2012-06-12,"Aberdeen City",2
2012-06-12,"Angus",1
2012-06-12,"Clackmannanshire",1
2012-06-12,"Dumfries and Galloway",2
2012-06-12,"Dundee City",2
2012-06-12,"East Ayrshire",2
2012-06-12,"East Dunbartonshire",2
2012-06-12,"East Lothian",1
2012-06-12,"East Renfrewshire",1
2012-06-12,"Edinburgh, City of",3
2012-06-12,"Falkirk",5
2012-06-12,"Fife",1
2012-06-12,"Glasgow City",3
2012-06-12,"Highland",3
2012-06-12,"Inverclyde",1
2012-06-12,"Midlothian",3
2012-06-12,"North Ayrshire",2
2012-06-12,"North Lanarkshire",1
2012-06-12,"Perth and Kinross",1
2012-06-12,"Renfrewshire",2
2012-06-12,"Scottish Borders",1
2012-06-12,"Shetland Islands",2
2012-06-12,"South Ayrshire",2
2012-06-12,"South Lanarkshire",2
2012-06-12,"Stirling",1
2012-06-12,"West Dunbartonshire",1
2012-06-12,"West Lothian",2
2012-06-13,"Aberdeen City",2
2012-06-13,"Angus",1
2012-06-13,"Clackmannanshire",1
2012-06-13,"Dumfries and Galloway",2
2012-06-13,"Dundee City",2
2012-06-13,"East Ayrshire",1
2012-06-13,"East Dunbartonshire",2
2012-06-13,"East Lothian",1
2012-06-13,"East Renfrewshire",1
2012-06-13,"Edinburgh, City of",3
2012-06-13,"Falkirk",3
2012-06-13,"Fife",2
2012-06-13,"Glasgow City",2
2012-06-13,"Highland",2
2012-06-13,"Inverclyde",1
2012-06-13,"Midlothian",3
2012-06-13,"North Ayrshire",2
2012-06-13,"North Lanarkshire",2
2012-06-13,"Perth and Kinross",2
2012-06-13,"Renfrewshire",2
2012-06-13,"Scottish Borders",2
2012-06-13,"Shetland Islands",2
2012-06-13,"South Ayrshire",1
2012-06-13,"South Lanarkshire",2
2012-06-13,"Stirling",1
2012-06-13,"West Dunbartonshire",2
2012-06-13,"West Lothian",2
2012-06-14,"Aberdeen City",3
2012-06-14,"Angus",1
2012-06-14,"Clackmannanshire",1
2012-06-14,"Dumfries and Galloway",2
2012-06-14,"Dundee City",2
2012-06-14,"East Ayrshire",2
2012-06-14,"East Dunbartonshire",2
2012-06-14,"East Lothian",1
2012-06-14,"East Renfrewshire",1
2012-06-14,"Edinburgh, City of",3
2012-06-14,"Falkirk",4
2012-06-14,"Fife",2
2012-06-14,"Glasgow City",3
2012-06-14,"Highland",3
2012-06-14,"Inverclyde",1
2012-06-14,"Midlothian",3
2012-06-14,"North Ayrshire",1
2012-06-14,"North Lanarkshire",2
2012-06-14,"Perth and Kinross",1
2012-06-14,"Renfrewshire",1
2012-06-14,"Scottish Borders",3
2012-06-14,"Shetland Islands",2
2012-06-14,"South Ayrshire",2
2012-06-14,"South Lanarkshire",2
2012-06-14,"Stirling",2
2012-06-14,"West Dunbartonshire",1
2012-06-14,"West Lothian",2
2012-06-15,"Aberdeen City",3
2012-06-15,"Angus",1
2012-06-15,"Clackmannanshire",1
2012-06-15,"Dumfries and Galloway",3
2012-06-15,"Dundee City",2
2012-06-15,"East Ayrshire",1
2012-06-15,"East Dunbartonshire",1
2012-06-15,"East Lothian",1
2012-06-15,"East Renfrewshire",1
2012-06-15,"Edinburgh, City of",3
2012-06-15,"Falkirk",2
2012-06-15,"Fife",2
2012-06-15,"Glasgow City",3
2012-06-15,"Highland",3
2012-06-15,"Inverclyde",1
2012-06-15,"Midlothian",3
2012-06-15,"North Ayrshire",1
2012-06-15,"North Lanarkshire",1
2012-06-15,"Perth and Kinross",1
2012-06-15,"Renfrewshire",1
2012-06-15,"Scottish Borders",3
2012-06-15,"Shetland Islands",3
2012-06-15,"South Ayrshire",1
2012-06-15,"South Lanarkshire",2
2012-06-15,"Stirling",1
2012-06-15,"West Dunbartonshire",1
2012-06-15,"West Lothian",2
2012-06-16,"Aberdeen City",3
2012-06-16,"Angus",1
2012-06-16,"Clackmannanshire",1
2012-06-16,"Dumfries and Galloway",2
2012-06-16,"Dundee City",2
2012-06-16,"East Ayrshire",1
2012-06-16,"East Dunbartonshire",2
2012-06-16,"East Lothian",1
2012-06-16,"East Renfrewshire",1
2012-06-16,"Edinburgh, City of",3
2012-06-16,"Falkirk",3
2012-06-16,"Fife",1
2012-06-16,"Glasgow City",3
2012-06-16,"Highland",3
2012-06-16,"Inverclyde",1
2012-06-16,"Midlothian",3
2012-06-16,"North Ayrshire",1
2012-06-16,"North Lanarkshire",1
2012-06-16,"Perth and Kinross",1
2012-06-16,"Renfrewshire",2
2012-06-16,"Scottish Borders",2
2012-06-16,"Shetland Islands",3
2012-06-16,"South Ayrshire",1
2012-06-16,"South Lanarkshire",1
2012-06-16,"Stirling",1
2012-06-16,"West Dunbartonshire",1
2012-06-16,"West Lothian",1
2012-06-17,"Aberdeen City",3
2012-06-17,"Angus",1
2012-06-17,"Clackmannanshire",1
2012-06-17,"Dumfries and Galloway",2
2012-06-17,"Dundee City",2
2012-06-17,"East Ayrshire",1
2012-06-17,"East Dunbartonshire",1
2012-06-17,"East Lothian",1
2012-06-17,"East Renfrewshire",1
2012-06-17,"Edinburgh, City of",3
2012-06-17,"Falkirk",2
2012-06-17,"Fife",2
2012-06-17,"Glasgow City",2
2012-06-17,"Highland",2
2012-06-17,"Inverclyde",1
2012-06-17,"Midlothian",3
2012-06-17,"North Ayrshire",1
2012-06-17,"North Lanarkshire",1
2012-06-17,"Perth and Kinross",2
2012-06-17,"Renfrewshire",1
2012-06-17,"Scottish Borders",3
2012-06-17,"Shetland Islands",3
2012-06-17,"South Ayrshire",1
2012-06-17,"South Lanarkshire",1
2012-06-17,"Stirling",1
2012-06-17,"West Dunbartonshire",1
2012-06-17,"West Lothian",2
2012-06-18,"Aberdeen City",3
2012-06-18,"Angus",1
2012-06-18,"Clackmannanshire",1
2012-06-18,"Dumfries and Galloway",2
2012-06-18,"Dundee City",2
2012-06-18,"East Ayrshire",2
2012-06-18,"East Dunbartonshire",2
2012-06-18,"East Lothian",1
2012-06-18,"East Renfrewshire",1
2012-06-18,"Edinburgh, City of",2
2012-06-18,"Falkirk",2
2012-06-18,"Fife",1
2012-06-18,"Glasgow City",2
2012-06-18,"Highland",3
2012-06-18,"Inverclyde",1
2012-06-18,"Midlothian",3
2012-06-18,"North Ayrshire",2
2012-06-18,"North Lanarkshire",2
2012-06-18,"Perth and Kinross",2
2012-06-18,"Renfrewshire",2
2012-06-18,"Scottish Borders",3
2012-06-18,"Shetland Islands",2
2012-06-18,"South Ayrshire",1
2012-06-18,"South Lanarkshire",2
2012-06-18,"Stirling",1
2012-06-18,"West Dunbartonshire",1
2012-06-18,"West Lothian",3
2012-06-19,"Aberdeen City",2
2012-06-19,"Angus",2
2012-06-19,"Clackmannanshire",1
2012-06-19,"Dumfries and Galloway",3
2012-06-19,"Dundee City",2
2012-06-19,"East Ayrshire",2
2012-06-19,"East Dunbartonshire",1
2012-06-19,"East Lothian",1
2012-06-19,"East Renfrewshire",1
2012-06-19,"Edinburgh, City of",3
2012-06-19,"Falkirk",1
2012-06-19,"Fife",2
2012-06-19,"Glasgow City",2
2012-06-19,"Highland",3
2012-06-19,"Inverclyde",1
2012-06-19,"Midlothian",3
2012-06-19,"North Ayrshire",2
2012-06-19,"North Lanarkshire",2
2012-06-19,"Perth and Kinross",2
2012-06-19,"Renfrewshire",2
2012-06-19,"Scottish Borders",2
2012-06-19,"Shetland Islands",3
2012-06-19,"South Ayrshire",2
2012-06-19,"South Lanarkshire",2
2012-06-19,"Stirling",1
2012-06-19,"West Dunbartonshire",1
2012-06-19,"West Lothian",2
2012-06-20,"Aberdeen City",3
2012-06-20,"Angus",1
2012-06-20,"Clackmannanshire",1
2012-06-20,"Dumfries and Galloway",3
2012-06-20,"Dundee City",2
2012-06-20,"East Ayrshire",2
2012-06-20,"East Dunbartonshire",2
2012-06-20,"East Lothian",1
2012-06-20,"Edinburgh, City of",3
2012-06-20,"Falkirk",3
2012-06-20,"Fife",2
2012-06-20,"Glasgow City",3
2012-06-20,"Highland",3
2012-06-20,"Inverclyde",1
2012-06-20,"Midlothian",3
2012-06-20,"North Ayrshire",2
2012-06-20,"North Lanarkshire",2
2012-06-20,"Perth and Kinross",2
2012-06-20,"Renfrewshire",3
2012-06-20,"Scottish Borders",2
2012-06-20,"Shetland Islands",3
2012-06-20,"South Ayrshire",2
2012-06-20,"South Lanarkshire",2
2012-06-20,"Stirling",2
2012-06-20,"West Dunbartonshire",1
2012-06-20,"West Lothian",2
2012-06-21,"Aberdeen City",4
2012-06-21,"Angus",2
2012-06-21,"Clackmannanshire",1
2012-06-21,"Dumfries and Galloway",3
2012-06-21,"Dundee City",2
2012-06-21,"East Ayrshire",1
2012-06-21,"East Dunbartonshire",2
2012-06-21,"East Lothian",1
2012-06-21,"East Renfrewshire",1
2012-06-21,"Edinburgh, City of",3
2012-06-21,"Falkirk",3
2012-06-21,"Fife",2
2012-06-21,"Glasgow City",3
2012-06-21,"Highland",3
2012-06-21,"Inverclyde",1
2012-06-21,"Midlothian",3
2012-06-21,"North Ayrshire",1
2012-06-21,"North Lanarkshire",1
2012-06-21,"Perth and Kinross",2
2012-06-21,"Renfrewshire",2
2012-06-21,"Scottish Borders",3
2012-06-21,"Shetland Islands",3
2012-06-21,"South Ayrshire",1
2012-06-21,"South Lanarkshire",2
2012-06-21,"Stirling",1
2012-06-21,"West Dunbartonshire",1
2012-06-21,"West Lothian",1
2012-06-22,"Aberdeen City",5
2012-06-22,"Angus",2
2012-06-22,"Clackmannanshire",1
2012-06-22,"Dumfries and Galloway",3
2012-06-22,"Dundee City",2
2012-06-22,"East Ayrshire",2
2012-06-22,"East Dunbartonshire",2
2012-06-22,"East Lothian",1
2012-06-22,"East Renfrewshire",1
2012-06-22,"Edinburgh, City of",2
2012-06-22,"Falkirk",2
2012-06-22,"Fife",2
2012-06-22,"Glasgow City",3
2012-06-22,"Highland",3
2012-06-22,"Inverclyde",1
2012-06-22,"Midlothian",3
2012-06-22,"North Ayrshire",2
2012-06-22,"North Lanarkshire",2
2012-06-22,"Perth and Kinross",2
2012-06-22,"Renfrewshire",4
2012-06-22,"Scottish Borders",3
2012-06-22,"Shetland Islands",3
2012-06-22,"South Ayrshire",2
2012-06-22,"South Lanarkshire",2
2012-06-22,"Stirling",1
2012-06-22,"West Dunbartonshire",1
2012-06-22,"West Lothian",2
2012-06-23,"Aberdeen City",2
2012-06-23,"Angus",1
2012-06-23,"Clackmannanshire",1
2012-06-23,"Dumfries and Galloway",3
2012-06-23,"Dundee City",2
2012-06-23,"East Ayrshire",2
2012-06-23,"East Dunbartonshire",1
2012-06-23,"East Lothian",1
2012-06-23,"East Renfrewshire",1
2012-06-23,"Edinburgh, City of",3
2012-06-23,"Falkirk",1
2012-06-23,"Fife",1
2012-06-23,"Glasgow City",3
2012-06-23,"Highland",3
2012-06-23,"Inverclyde",1
2012-06-23,"Midlothian",3
2012-06-23,"North Ayrshire",2
2012-06-23,"North Lanarkshire",1
2012-06-23,"Perth and Kinross",2
2012-06-23,"Renfrewshire",1
2012-06-23,"Scottish Borders",3
2012-06-23,"Shetland Islands",3
2012-06-23,"South Ayrshire",1
2012-06-23,"South Lanarkshire",1
2012-06-23,"Stirling",1
2012-06-23,"West Dunbartonshire",1
2012-06-23,"West Lothian",1
2012-06-24,"Aberdeen City",2
2012-06-24,"Angus",1
2012-06-24,"Clackmannanshire",1
2012-06-24,"Dumfries and Galloway",2
2012-06-24,"Dundee City",1
2012-06-24,"East Ayrshire",1
2012-06-24,"East Dunbartonshire",1
2012-06-24,"East Lothian",1
2012-06-24,"Edinburgh, City of",2
2012-06-24,"Falkirk",1
2012-06-24,"Fife",1
2012-06-24,"Glasgow City",2
2012-06-24,"Highland",3
2012-06-24,"Inverclyde",1
2012-06-24,"Midlothian",3
2012-06-24,"North Ayrshire",2
2012-06-24,"North Lanarkshire",1
2012-06-24,"Perth and Kinross",1
2012-06-24,"Renfrewshire",3
2012-06-24,"Scottish Borders",3
2012-06-24,"Shetland Islands",3
2012-06-24,"South Ayrshire",1
2012-06-24,"South Lanarkshire",1
2012-06-24,"Stirling",1
2012-06-24,"West Dunbartonshire",1
2012-06-24,"West Lothian",1
2012-06-25,"Aberdeen City",2
2012-06-25,"Angus",1
2012-06-25,"Clackmannanshire",1
2012-06-25,"Dumfries and Galloway",2
2012-06-25,"Dundee City",3
2012-06-25,"East Ayrshire",2
2012-06-25,"East Dunbartonshire",1
2012-06-25,"East Lothian",1
2012-06-25,"East Renfrewshire",1
2012-06-25,"Edinburgh, City of",3
2012-06-25,"Falkirk",2
2012-06-25,"Fife",2
2012-06-25,"Glasgow City",2
2012-06-25,"Highland",3
2012-06-25,"Inverclyde",1
2012-06-25,"Midlothian",3
2012-06-25,"North Ayrshire",2
2012-06-25,"North Lanarkshire",2
2012-06-25,"Perth and Kinross",2
2012-06-25,"Renfrewshire",2
2012-06-25,"Scottish Borders",3
2012-06-25,"Shetland Islands",3
2012-06-25,"South Ayrshire",2
2012-06-25,"South Lanarkshire",2
2012-06-25,"Stirling",1
2012-06-25,"West Dunbartonshire",1
2012-06-25,"West Lothian",2
2012-06-26,"Aberdeen City",2
2012-06-26,"Angus",2
2012-06-26,"Clackmannanshire",1
2012-06-26,"Dumfries and Galloway",3
2012-06-26,"Dundee City",2
2012-06-26,"East Ayrshire",2
2012-06-26,"East Dunbartonshire",2
2012-06-26,"East Lothian",1
2012-06-26,"Edinburgh, City of",3
2012-06-26,"Falkirk",5
2012-06-26,"Fife",2
2012-06-26,"Glasgow City",2
2012-06-26,"Highland",3
2012-06-26,"Inverclyde",1
2012-06-26,"Midlothian",3
2012-06-26,"North Ayrshire",2
2012-06-26,"North Lanarkshire",2
2012-06-26,"Perth and Kinross",2
2012-06-26,"Renfrewshire",2
2012-06-26,"Scottish Borders",2
2012-06-26,"Shetland Islands",2
2012-06-26,"South Ayrshire",1
2012-06-26,"South Lanarkshire",2
2012-06-26,"Stirling",2
2012-06-26,"West Dunbartonshire",1
2012-06-26,"West Lothian",2
2012-06-27,"Aberdeen City",3
2012-06-27,"Angus",1
2012-06-27,"Clackmannanshire",1
2012-06-27,"Dumfries and Galloway",2
2012-06-27,"Dundee City",2
2012-06-27,"East Ayrshire",2
2012-06-27,"East Dunbartonshire",2
2012-06-27,"East Lothian",1
2012-06-27,"Edinburgh, City of",2
2012-06-27,"Falkirk",3
2012-06-27,"Fife",2
2012-06-27,"Glasgow City",3
2012-06-27,"Highland",3
2012-06-27,"Inverclyde",1
2012-06-27,"Midlothian",2
2012-06-27,"North Ayrshire",2
2012-06-27,"North Lanarkshire",1
2012-06-27,"Perth and Kinross",2
2012-06-27,"Renfrewshire",3
2012-06-27,"Scottish Borders",2
2012-06-27,"Shetland Islands",3
2012-06-27,"South Ayrshire",2
2012-06-27,"South Lanarkshire",2
2012-06-27,"Stirling",1
2012-06-27,"West Dunbartonshire",1
2012-06-27,"West Lothian",2
2012-06-28,"Aberdeen City",2
2012-06-28,"Angus",1
2012-06-28,"Clackmannanshire",1
2012-06-28,"Dumfries and Galloway",2
2012-06-28,"Dundee City",2
2012-06-28,"East Ayrshire",2
2012-06-28,"East Dunbartonshire",1
2012-06-28,"East Lothian",1
2012-06-28,"Edinburgh, City of",2
2012-06-28,"Falkirk",4
2012-06-28,"Fife",2
2012-06-28,"Glasgow City",3
2012-06-28,"Highland",2
2012-06-28,"Inverclyde",2
2012-06-28,"Midlothian",2
2012-06-28,"North Ayrshire",1
2012-06-28,"North Lanarkshire",2
2012-06-28,"Perth and Kinross",2
2012-06-28,"Renfrewshire",2
2012-06-28,"Scottish Borders",1
2012-06-28,"Shetland Islands",3
2012-06-28,"South Ayrshire",1
2012-06-28,"South Lanarkshire",2
2012-06-28,"Stirling",2
2012-06-28,"West Dunbartonshire",1
2012-06-28,"West Lothian",2
2012-06-29,"Aberdeen City",2
2012-06-29,"Angus",1
2012-06-29,"Clackmannanshire",1
2012-06-29,"Dumfries and Galloway",2
2012-06-29,"Dundee City",2
2012-06-29,"East Ayrshire",2
2012-06-29,"East Dunbartonshire",1
2012-06-29,"East Lothian",1
2012-06-29,"Edinburgh, City of",2
2012-06-29,"Falkirk",1
2012-06-29,"Fife",1
2012-06-29,"Glasgow City",2
2012-06-29,"Highland",2
2012-06-29,"Inverclyde",1
2012-06-29,"Midlothian",2
2012-06-29,"North Ayrshire",2
2012-06-29,"North Lanarkshire",2
2012-06-29,"Perth and Kinross",2
2012-06-29,"Renfrewshire",3
2012-06-29,"Scottish Borders",1
2012-06-29,"Shetland Islands",3
2012-06-29,"South Ayrshire",1
2012-06-29,"South Lanarkshire",2
2012-06-29,"Stirling",1
2012-06-29,"West Dunbartonshire",1
2012-06-29,"West Lothian",1
2012-06-30,"Aberdeen City",2
2012-06-30,"Angus",1
2012-06-30,"Clackmannanshire",1
2012-06-30,"Dumfries and Galloway",2
2012-06-30,"Dundee City",2
2012-06-30,"East Ayrshire",1
2012-06-30,"East Dunbartonshire",1
2012-06-30,"East Lothian",1
2012-06-30,"Edinburgh, City of",2
2012-06-30,"Falkirk",1
2012-06-30,"Fife",1
2012-06-30,"Glasgow City",2
2012-06-30,"Highland",2
2012-06-30,"Inverclyde",1
2012-06-30,"Midlothian",2
2012-06-30,"North Ayrshire",2
2012-06-30,"North Lanarkshire",1
2012-06-30,"Perth and Kinross",2
2012-06-30,"Renfrewshire",1
2012-06-30,"Scottish Borders",1
2012-06-30,"Shetland Islands",3
2012-06-30,"South Ayrshire",1
2012-06-30,"South Lanarkshire",2
2012-06-30,"Stirling",1
2012-06-30,"West Dunbartonshire",1
2012-06-30,"West Lothian",1
2012-07-01,"Aberdeen City",2
2012-07-01,"Angus",1
2012-07-01,"Clackmannanshire",1
2012-07-01,"Dumfries and Galloway",2
2012-07-01,"Dundee City",2
2012-07-01,"East Ayrshire",1
2012-07-01,"East Dunbartonshire",1
2012-07-01,"East Lothian",1
2012-07-01,"Edinburgh, City of",2
2012-07-01,"Falkirk",1
2012-07-01,"Fife",1
2012-07-01,"Glasgow City",2
2012-07-01,"Highland",2
2012-07-01,"Inverclyde",1
2012-07-01,"Midlothian",2
2012-07-01,"North Ayrshire",1
2012-07-01,"North Lanarkshire",1
2012-07-01,"Perth and Kinross",1
2012-07-01,"Renfrewshire",2
2012-07-01,"Scottish Borders",1
2012-07-01,"Shetland Islands",2
2012-07-01,"South Ayrshire",1
2012-07-01,"South Lanarkshire",2
2012-07-01,"Stirling",1
2012-07-01,"West Dunbartonshire",1
2012-07-01,"West Lothian",1
2012-07-02,"Aberdeen City",3
2012-07-02,"Angus",1
2012-07-02,"Clackmannanshire",1
2012-07-02,"Dumfries and Galloway",2
2012-07-02,"Dundee City",2
2012-07-02,"East Ayrshire",2
2012-07-02,"East Dunbartonshire",1
2012-07-02,"East Lothian",1
2012-07-02,"Edinburgh, City of",2
2012-07-02,"Falkirk",4
2012-07-02,"Fife",1
2012-07-02,"Glasgow City",2
2012-07-02,"Highland",2
2012-07-02,"Inverclyde",1
2012-07-02,"Midlothian",2
2012-07-02,"North Ayrshire",2
2012-07-02,"North Lanarkshire",1
2012-07-02,"Perth and Kinross",1
2012-07-02,"Renfrewshire",1
2012-07-02,"Scottish Borders",1
2012-07-02,"Shetland Islands",2
2012-07-02,"South Ayrshire",1
2012-07-02,"South Lanarkshire",2
2012-07-02,"Stirling",1
2012-07-02,"West Dunbartonshire",1
2012-07-02,"West Lothian",1
2012-07-03,"Aberdeen City",3
2012-07-03,"Angus",2
2012-07-03,"Clackmannanshire",1
2012-07-03,"Dumfries and Galloway",2
2012-07-03,"Dundee City",2
2012-07-03,"East Ayrshire",2
2012-07-03,"East Dunbartonshire",1
2012-07-03,"East Lothian",1
2012-07-03,"Edinburgh, City of",3
2012-07-03,"Falkirk",2
2012-07-03,"Fife",2
2012-07-03,"Glasgow City",2
2012-07-03,"Highland",2
2012-07-03,"Inverclyde",1
2012-07-03,"Midlothian",2
2012-07-03,"North Ayrshire",1
2012-07-03,"North Lanarkshire",1
2012-07-03,"Perth and Kinross",2
2012-07-03,"Renfrewshire",2
2012-07-03,"Scottish Borders",2
2012-07-03,"Shetland Islands",3
2012-07-03,"South Ayrshire",1
2012-07-03,"South Lanarkshire",2
2012-07-03,"Stirling",1
2012-07-03,"West Dunbartonshire",1
2012-07-03,"West Lothian",1
2012-07-04,"Aberdeen City",3
2012-07-04,"Angus",2
2012-07-04,"Clackmannanshire",1
2012-07-04,"Dumfries and Galloway",1
2012-07-04,"Dundee City",2
2012-07-04,"East Ayrshire",2
2012-07-04,"East Dunbartonshire",2
2012-07-04,"East Lothian",2
2012-07-04,"Edinburgh, City of",2
2012-07-04,"Falkirk",4
2012-07-04,"Fife",2
2012-07-04,"Glasgow City",2
2012-07-04,"Highland",2
2012-07-04,"Inverclyde",1
2012-07-04,"Midlothian",2
2012-07-04,"North Ayrshire",1
2012-07-04,"North Lanarkshire",1
2012-07-04,"Perth and Kinross",2
2012-07-04,"Renfrewshire",2
2012-07-04,"Scottish Borders",2
2012-07-04,"Shetland Islands",3
2012-07-04,"South Ayrshire",1
2012-07-04,"South Lanarkshire",2
2012-07-04,"Stirling",2
2012-07-04,"West Dunbartonshire",1
2012-07-04,"West Lothian",2
2012-07-05,"Aberdeen City",9
2012-07-05,"Angus",3
2012-07-05,"Clackmannanshire",2
2012-07-05,"Dumfries and Galloway",3
2012-07-05,"Dundee City",3
2012-07-05,"East Ayrshire",2
2012-07-05,"East Dunbartonshire",2
2012-07-05,"East Lothian",2
2012-07-05,"Edinburgh, City of",3
2012-07-05,"Falkirk",5
2012-07-05,"Fife",3
2012-07-05,"Glasgow City",3
2012-07-05,"Highland",3
2012-07-05,"Inverclyde",2
2012-07-05,"Midlothian",3
2012-07-05,"North Ayrshire",2
2012-07-05,"North Lanarkshire",3
2012-07-05,"Perth and Kinross",2
2012-07-05,"Renfrewshire",2
2012-07-05,"Scottish Borders",3
2012-07-05,"Shetland Islands",3
2012-07-05,"South Ayrshire",1
2012-07-05,"South Lanarkshire",3
2012-07-05,"Stirling",2
2012-07-05,"West Dunbartonshire",1
2012-07-05,"West Lothian",2
2012-07-06,"Aberdeen City",3
2012-07-06,"Angus",2
2012-07-06,"Clackmannanshire",2
2012-07-06,"Dumfries and Galloway",3
2012-07-06,"Dundee City",2
2012-07-06,"East Ayrshire",2
2012-07-06,"East Dunbartonshire",2
2012-07-06,"East Lothian",2
2012-07-06,"Edinburgh, City of",2
2012-07-06,"Falkirk",6
2012-07-06,"Fife",2
2012-07-06,"Glasgow City",3
2012-07-06,"Highland",3
2012-07-06,"Inverclyde",2
2012-07-06,"Midlothian",3
2012-07-06,"North Ayrshire",2
2012-07-06,"North Lanarkshire",2
2012-07-06,"Perth and Kinross",2
2012-07-06,"Renfrewshire",2
2012-07-06,"Scottish Borders",3
2012-07-06,"Shetland Islands",3
2012-07-06,"South Ayrshire",2
2012-07-06,"South Lanarkshire",3
2012-07-06,"Stirling",2
2012-07-06,"West Dunbartonshire",1
2012-07-06,"West Lothian",2
2012-07-07,"Aberdeen City",3
2012-07-07,"Angus",1
2012-07-07,"Clackmannanshire",1
2012-07-07,"Dumfries and Galloway",2
2012-07-07,"Dundee City",2
2012-07-07,"East Ayrshire",1
2012-07-07,"East Dunbartonshire",1
2012-07-07,"East Lothian",1
2012-07-07,"Edinburgh, City of",1
2012-07-07,"Falkirk",4
2012-07-07,"Fife",2
2012-07-07,"Glasgow City",2
2012-07-07,"Highland",3
2012-07-07,"Inverclyde",1
2012-07-07,"Midlothian",3
2012-07-07,"North Ayrshire",1
2012-07-07,"North Lanarkshire",1
2012-07-07,"Perth and Kinross",1
2012-07-07,"Renfrewshire",1
2012-07-07,"Scottish Borders",3
2012-07-07,"Shetland Islands",2
2012-07-07,"South Ayrshire",1
2012-07-07,"South Lanarkshire",2
2012-07-07,"Stirling",1
2012-07-07,"West Dunbartonshire",1
2012-07-07,"West Lothian",1
2012-07-08,"Aberdeen City",2
2012-07-08,"Angus",1
2012-07-08,"Clackmannanshire",1
2012-07-08,"Dumfries and Galloway",2
2012-07-08,"Dundee City",2
2012-07-08,"East Ayrshire",1
2012-07-08,"East Dunbartonshire",1
2012-07-08,"East Lothian",1
2012-07-08,"Edinburgh, City of",1
2012-07-08,"Falkirk",2
2012-07-08,"Fife",1
2012-07-08,"Glasgow City",2
2012-07-08,"Highland",2
2012-07-08,"Inverclyde",1
2012-07-08,"Midlothian",2
2012-07-08,"North Ayrshire",1
2012-07-08,"North Lanarkshire",1
2012-07-08,"Perth and Kinross",1
